brand,image,colours
adage_studio_project_x_unrefyned,last_three_10.jpg,White
adage_studio_project_x_unrefyned,last_three_4.jpg,Brown
adage_studio_project_x_unrefyned,last_three_6.jpg,White
adage_studio_project_x_unrefyned,last_three_8.jpg,White
adama_paris,adama_paris_1.jpg,Orange
adama_paris,adama_paris_10.jpg,"Orange, Brown"
adama_paris,adama_paris_13.jpg,"Red, Orange"
adama_paris,adama_paris_15.jpg,Grey
adama_paris,adama_paris_17.jpg,Orange
adama_paris,adama_paris_18.jpg,Black
adama_paris,adama_paris_19.jpg,Orange
adama_paris,adama_paris_21.jpg,Brown
adama_paris,adama_paris_22.jpg,Red
adama_paris,adama_paris_23.jpg,Brown
adama_paris,adama_paris_3.jpg,"Red, Orange"
adama_paris,adama_paris_4.jpg,"Red, Orange"
adama_paris,adama_paris_6.jpg,"Yellow, Brown"
adama_paris,adama_paris_7.jpg,Orange
adama_paris,adama_paris_9.jpg,Yellow
ajabeng,ajabeng_1.jpg,Yellow
ajabeng,ajabeng_10.jpg,"Black, Grey"
ajabeng,ajabeng_11.jpg,White
ajabeng,ajabeng_12.jpg,Black
ajabeng,ajabeng_13.jpg,Black
ajabeng,ajabeng_14.jpg,Black
ajabeng,ajabeng_2.jpg,Yellow
ajabeng,ajabeng_3.jpg,"Yellow, Orange, Cream/Khaki/Beige"
ajabeng,ajabeng_4.jpg,Blue
ajabeng,ajabeng_5.jpg,Cream/Khaki/Beige
ajabeng,ajabeng_6.jpg,"Grey, White"
ajabeng,ajabeng_7.jpg,Yellow
ajanee,ajanee_1.jpg,Red
ajanee,ajanee_10.jpg,Blue
ajanee,ajanee_11.jpg,"Red, Purple"
ajanee,ajanee_12.jpg,"Pink, White"
ajanee,ajanee_13.jpg,"Pink, Blue"
ajanee,ajanee_14.jpg,"Purple, Blue"
ajanee,ajanee_15.jpg,"Red, Black"
ajanee,ajanee_16.jpg,Black
ajanee,ajanee_19.jpg,Black
ajanee,ajanee_2.jpg,Cream/Khaki/Beige
ajanee,ajanee_3.jpg,"Pink, Grey, Blue"
ajanee,ajanee_4.jpg,Yellow
ajanee,ajanee_5.jpg,White
ajanee,ajanee_6.jpg,Cream/Khaki/Beige
ajanee,ajanee_7.jpg,Purple
ajanee,ajanee_8.jpg,White
ajanee,ajanee_9.jpg,"White, Blue"
babayo,babayo_1.jpg,Orange
babayo,babayo_10.jpg,White
babayo,babayo_11.jpg,White
babayo,babayo_12.jpg,"Grey, White"
babayo,babayo_14.jpg,Cream/Khaki/Beige
babayo,babayo_16.jpg,"Red, Orange"
babayo,babayo_18.jpg,"Red, Orange"
babayo,babayo_19.jpg,Brown
babayo,babayo_2.jpg,Cream/Khaki/Beige
babayo,babayo_20.jpg,"Black, Grey"
babayo,babayo_21.jpg,Black
babayo,babayo_23.jpg,Black
babayo,babayo_24.jpg,"Purple, Grey, Black"
babayo,babayo_25.jpg,Black
babayo,babayo_26.jpg,Cream/Khaki/Beige
babayo,babayo_27.jpg,Cream/Khaki/Beige
babayo,babayo_28.jpg,"Cream/Khaki/Beige, White"
babayo,babayo_30.jpg,Cream/Khaki/Beige
babayo,babayo_31.jpg,Cream/Khaki/Beige
babayo,babayo_32.jpg,Cream/Khaki/Beige
babayo,babayo_33.jpg,Cream/Khaki/Beige
babayo,babayo_4.jpg,White
babayo,babayo_5.jpg,Brown
babayo,babayo_6.jpg,Brown
babayo,babayo_7.jpg,Brown
babayo,babayo_8.jpg,White
babayo,babayo_9.jpg,Brown
boyedoe,boyedoe_1.jpg,Red
boyedoe,boyedoe_10.jpg,Blue
boyedoe,boyedoe_11.jpg,White
boyedoe,boyedoe_12.jpg,Blue
boyedoe,boyedoe_13.jpg,Blue
boyedoe,boyedoe_14.jpg,Blue
boyedoe,boyedoe_15.jpg,Blue
boyedoe,boyedoe_16.jpg,Blue
boyedoe,boyedoe_17.jpg,"Grey, Blue"
boyedoe,boyedoe_18.jpg,Grey
boyedoe,boyedoe_19.jpg,Blue
boyedoe,boyedoe_21.jpg,Blue
boyedoe,boyedoe_23.jpg,Blue
boyedoe,boyedoe_25.jpg,Blue
boyedoe,boyedoe_26.jpg,Blue
boyedoe,boyedoe_29.jpg,Grey
boyedoe,boyedoe_3.jpg,"Orange, Brown"
boyedoe,boyedoe_6.jpg,"Red, Brown"
boyedoe,boyedoe_7.jpg,Cream/Khaki/Beige
boyedoe,boyedoe_8.jpg,Blue
boyedoe,boyedoe_9.jpg,Blue
cynthia_abila,cynthia_abila_10.jpg,White
cynthia_abila,cynthia_abila_11.jpg,Black
cynthia_abila,cynthia_abila_12.jpg,Orange
cynthia_abila,cynthia_abila_14.jpg,Orange
cynthia_abila,cynthia_abila_15.jpg,Orange
cynthia_abila,cynthia_abila_16.jpg,Black
cynthia_abila,cynthia_abila_17.jpg,"Orange, Cream/Khaki/Beige"
cynthia_abila,cynthia_abila_18.jpg,"Green, Brown"
cynthia_abila,cynthia_abila_19.jpg,Yellow
cynthia_abila,cynthia_abila_21.jpg,Green
cynthia_abila,cynthia_abila_22.jpg,Cream/Khaki/Beige
cynthia_abila,cynthia_abila_23.jpg,White
cynthia_abila,cynthia_abila_24.jpg,"Red, Purple"
cynthia_abila,cynthia_abila_25.jpg,Black
cynthia_abila,cynthia_abila_26.jpg,"Orange, Brown"
cynthia_abila,cynthia_abila_3.jpg,Cream/Khaki/Beige
cynthia_abila,cynthia_abila_4.jpg,Red
cynthia_abila,cynthia_abila_5.jpg,Orange
cynthia_abila,cynthia_abila_6.jpg,"Red, Pink"
cynthia_abila,cynthia_abila_7.jpg,"Red, Orange, White"
cynthia_abila,cynthia_abila_8.jpg,Black
cynthia_abila,cynthia_abila_9.jpg,"Grey, White"
desiree_iyama,desiree_iyama_1.jpg,Cream/Khaki/Beige
desiree_iyama,desiree_iyama_10.jpg,"Purple, Black"
desiree_iyama,desiree_iyama_11.jpg,Cream/Khaki/Beige
desiree_iyama,desiree_iyama_12.jpg,Purple
desiree_iyama,desiree_iyama_14.jpg,Brown
desiree_iyama,desiree_iyama_16.jpg,Pink
desiree_iyama,desiree_iyama_18.jpg,Red
desiree_iyama,desiree_iyama_19.jpg,Yellow
desiree_iyama,desiree_iyama_20.jpg,Black
desiree_iyama,desiree_iyama_21.jpg,Pink
desiree_iyama,desiree_iyama_22.jpg,Yellow
desiree_iyama,desiree_iyama_23.jpg,"Red, Pink, Orange"
desiree_iyama,desiree_iyama_24.jpg,Blue
desiree_iyama,desiree_iyama_25.jpg,"Cream/Khaki/Beige, White"
desiree_iyama,desiree_iyama_3.jpg,Grey
desiree_iyama,desiree_iyama_4.jpg,White
desiree_iyama,desiree_iyama_5.jpg,Black
desiree_iyama,desiree_iyama_6.jpg,White
desiree_iyama,desiree_iyama_7.jpg,Black
desiree_iyama,desiree_iyama_9.jpg,"Purple, Blue"
dimeji_ilori,dimeji_ilori_1.jpg,Red
dimeji_ilori,dimeji_ilori_10.jpg,Orange
dimeji_ilori,dimeji_ilori_11.jpg,"Purple, Pink"
dimeji_ilori,dimeji_ilori_12.jpg,Purple
dimeji_ilori,dimeji_ilori_13.jpg,Brown
dimeji_ilori,dimeji_ilori_14.jpg,Cream/Khaki/Beige
dimeji_ilori,dimeji_ilori_15.jpg,Orange
dimeji_ilori,dimeji_ilori_16.jpg,"Red, Pink"
dimeji_ilori,dimeji_ilori_18.jpg,"Red, Pink"
dimeji_ilori,dimeji_ilori_20.jpg,"Black, Blue"
dimeji_ilori,dimeji_ilori_21.jpg,"Purple, Grey, Blue"
dimeji_ilori,dimeji_ilori_23.jpg,Black
dimeji_ilori,dimeji_ilori_25.jpg,Brown
dimeji_ilori,dimeji_ilori_27.jpg,Purple
dimeji_ilori,dimeji_ilori_3.jpg,Red
dimeji_ilori,dimeji_ilori_4.jpg,"Red, Pink"
dimeji_ilori,dimeji_ilori_6.jpg,"Red, Purple"
dimeji_ilori,dimeji_ilori_9.jpg,"Purple, White"
eki_silk,eki_silk_10.jpg,"Red, Pink"
eki_silk,eki_silk_12.jpg,"Grey, White"
eki_silk,eki_silk_13.jpg,"Black, White"
eki_silk,eki_silk_14.jpg,White
eki_silk,eki_silk_2.jpg,"Cream/Khaki/Beige, White"
eki_silk,eki_silk_3.jpg,"Cream/Khaki/Beige, White"
eki_silk,eki_silk_4.jpg,Pink
eki_silk,eki_silk_5.jpg,Grey
eki_silk,eki_silk_6.jpg,Orange
eki_silk,eki_silk_7.jpg,"Yellow, Brown"
eki_silk,eki_silk_8.jpg,Brown
elexiay,elexiay_1.jpg,Purple
elexiay,elexiay_10.jpg,Pink
elexiay,elexiay_11.jpg,"Yellow, Orange, Cream/Khaki/Beige"
elexiay,elexiay_12.jpg,"Yellow, Orange"
elexiay,elexiay_13.jpg,"Cream/Khaki/Beige, White"
elexiay,elexiay_15.jpg,Grey
elexiay,elexiay_16.jpg,"Red, Pink, Orange"
elexiay,elexiay_17.jpg,"Red, Pink"
elexiay,elexiay_18.jpg,"Red, Pink"
elexiay,elexiay_2.jpg,"Purple, Blue"
elexiay,elexiay_3.jpg,"White, Blue"
elexiay,elexiay_5.jpg,Blue
elexiay,elexiay_6.jpg,"White, Blue"
elexiay,elexiay_7.jpg,"Pink, White"
elexiay,elexiay_8.jpg,Pink
elexiay,elexiay_9.jpg,Pink
emmy_kasbit,emmy_kasbit_10.jpg,"Red, Brown"
emmy_kasbit,emmy_kasbit_11.jpg,Pink
emmy_kasbit,emmy_kasbit_12.jpg,Pink
emmy_kasbit,emmy_kasbit_13.jpg,Blue
emmy_kasbit,emmy_kasbit_14.jpg,Pink
emmy_kasbit,emmy_kasbit_16.jpg,Brown
emmy_kasbit,emmy_kasbit_17.jpg,Cream/Khaki/Beige
emmy_kasbit,emmy_kasbit_18.jpg,"Red, Brown"
emmy_kasbit,emmy_kasbit_19.jpg,"Orange, Cream/Khaki/Beige"
emmy_kasbit,emmy_kasbit_2.jpg,Brown
emmy_kasbit,emmy_kasbit_20.jpg,White
emmy_kasbit,emmy_kasbit_21.jpg,Brown
emmy_kasbit,emmy_kasbit_23.jpg,Brown
emmy_kasbit,emmy_kasbit_24.jpg,Blue
emmy_kasbit,emmy_kasbit_25.jpg,Blue
emmy_kasbit,emmy_kasbit_26.jpg,Blue
emmy_kasbit,emmy_kasbit_28.jpg,"Red, Brown"
emmy_kasbit,emmy_kasbit_30.jpg,"Red, Brown"
emmy_kasbit,emmy_kasbit_31.jpg,Pink
emmy_kasbit,emmy_kasbit_33.jpg,Blue
emmy_kasbit,emmy_kasbit_34.jpg,Orange
emmy_kasbit,emmy_kasbit_36.jpg,Brown
emmy_kasbit,emmy_kasbit_38.jpg,Brown
emmy_kasbit,emmy_kasbit_39.jpg,"Grey, Blue"
emmy_kasbit,emmy_kasbit_4.jpg,"Orange, Brown"
emmy_kasbit,emmy_kasbit_40.jpg,Blue
emmy_kasbit,emmy_kasbit_41.jpg,Red
emmy_kasbit,emmy_kasbit_5.jpg,White
emmy_kasbit,emmy_kasbit_6.jpg,"Cream/Khaki/Beige, White"
emmy_kasbit,emmy_kasbit_7.jpg,"Cream/Khaki/Beige, White"
emmy_kasbit,emmy_kasbit_8.jpg,"Red, Purple, Pink"
emmy_kasbit,emmy_kasbit_9.jpg,Red
eso_by_liman,eso_by_liman_1.jpg,Black
eso_by_liman,eso_by_liman_10.jpg,"Grey, White"
eso_by_liman,eso_by_liman_11.jpg,Red
eso_by_liman,eso_by_liman_12.jpg,Red
eso_by_liman,eso_by_liman_14.jpg,"Yellow, Orange"
eso_by_liman,eso_by_liman_16.jpg,White
eso_by_liman,eso_by_liman_17.jpg,"Cream/Khaki/Beige, White"
eso_by_liman,eso_by_liman_2.jpg,White
eso_by_liman,eso_by_liman_21.jpg,Blue
eso_by_liman,eso_by_liman_22.jpg,"Black, Grey"
eso_by_liman,eso_by_liman_23.jpg,Black
eso_by_liman,eso_by_liman_24.jpg,Black
eso_by_liman,eso_by_liman_25.jpg,White
eso_by_liman,eso_by_liman_26.jpg,"Black, Grey"
eso_by_liman,eso_by_liman_27.jpg,"Black, Grey"
eso_by_liman,eso_by_liman_28.jpg,Red
eso_by_liman,eso_by_liman_3.jpg,White
eso_by_liman,eso_by_liman_30.jpg,"Yellow, Orange, Brown"
eso_by_liman,eso_by_liman_4.jpg,White
eso_by_liman,eso_by_liman_5.jpg,"White, Blue"
eso_by_liman,eso_by_liman_6.jpg,"Grey, Blue"
eso_by_liman,eso_by_liman_7.jpg,Black
eso_by_liman,eso_by_liman_9.jpg,White
for_style_sake,for_style_sake_1.jpg,"Red, Blue"
for_style_sake,for_style_sake_10.jpg,"Purple, Black"
for_style_sake,for_style_sake_11.jpg,"Black, Grey"
for_style_sake,for_style_sake_12.jpg,White
for_style_sake,for_style_sake_14.jpg,Cream/Khaki/Beige
for_style_sake,for_style_sake_16.jpg,Red
for_style_sake,for_style_sake_17.jpg,"Green, Cream/Khaki/Beige"
for_style_sake,for_style_sake_19.jpg,Brown
for_style_sake,for_style_sake_2.jpg,"Purple, Blue"
for_style_sake,for_style_sake_21.jpg,"Green, Black"
for_style_sake,for_style_sake_22.jpg,Red
for_style_sake,for_style_sake_23.jpg,Purple
for_style_sake,for_style_sake_25.jpg,Brown
for_style_sake,for_style_sake_28.jpg,White
for_style_sake,for_style_sake_29.jpg,"Green, Black"
for_style_sake,for_style_sake_30.jpg,Blue
for_style_sake,for_style_sake_31.jpg,Blue
for_style_sake,for_style_sake_4.jpg,Green
for_style_sake,for_style_sake_6.jpg,Blue
for_style_sake,for_style_sake_7.jpg,Purple
for_style_sake,for_style_sake_9.jpg,Grey
fruche,fruche_1.jpg,"Pink, White"
fruche,fruche_10.jpg,Red
fruche,fruche_12.jpg,Grey
fruche,fruche_13.jpg,Black
fruche,fruche_14.jpg,"Grey, Blue"
fruche,fruche_16.jpg,"White, Blue"
fruche,fruche_17.jpg,Grey
fruche,fruche_18.jpg,"Grey, White"
fruche,fruche_2.jpg,"Black, Grey"
fruche,fruche_21.jpg,White
fruche,fruche_22.jpg,"Grey, Blue"
fruche,fruche_23.jpg,White
fruche,fruche_24.jpg,White
fruche,fruche_25.jpg,Black
fruche,fruche_26.jpg,Blue
fruche,fruche_27.jpg,Black
fruche,fruche_28.jpg,"Black, Grey"
fruche,fruche_29.jpg,Black
fruche,fruche_3.jpg,"Purple, Blue"
fruche,fruche_31.jpg,White
fruche,fruche_33.jpg,Red
fruche,fruche_4.jpg,Blue
fruche,fruche_5.jpg,Red
fruche,fruche_6.jpg,"Red, Purple"
fruche,fruche_7.jpg,Black
fruche,fruche_8.jpg,Black
fruche,fruche_9.jpg,Red
hawa_paris,hawa_paris_1.jpg,White
hawa_paris,hawa_paris_10.jpg,Black
hawa_paris,hawa_paris_11.jpg,Blue
hawa_paris,hawa_paris_13.jpg,Blue
hawa_paris,hawa_paris_14.jpg,Blue
hawa_paris,hawa_paris_16.jpg,White
hawa_paris,hawa_paris_17.jpg,"White, Blue"
